"Jahr";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet)";"Anzahl Einwohner"
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"53 Jahre";325
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"54 Jahre";348
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"55 Jahre";331
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"56 Jahre";394
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"57 Jahre";426
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"58 Jahre";456
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"59 Jahre";404
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"60 Jahre";393
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"61 Jahre";315
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"62 Jahre";333
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"63 Jahre";234
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"64 Jahre";321
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"65 Jahre";381
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"66 Jahre";352
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"67 Jahre";357
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"68 Jahre";385
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"69 Jahre";387
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"70 Jahre";357
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"71 Jahre";299
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"72 Jahre";284
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"73 Jahre";287
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"74 Jahre";248
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"75 Jahre";226
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"76 Jahre";149
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"77 Jahre";157
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"78 Jahre";174
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"79 Jahre";189
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"80 Jahre";147
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"81 Jahre";149
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"82 Jahre";124
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"83 Jahre";171
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"84 Jahre";124
"2009";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";651
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"0 Jahre";324
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"1 Jahre";312
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"2 Jahre";294
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"3 Jahre";300
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"4 Jahre";302
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"5 Jahre";275
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"6 Jahre";301
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"7 Jahre";283
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"8 Jahre";257
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"9 Jahre";297
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"10 Jahre";285
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"11 Jahre";249
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"12 Jahre";238
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"13 Jahre";232
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"14 Jahre";187
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"15 Jahre";175
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"16 Jahre";167
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"17 Jahre";194
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"18 Jahre";235
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"19 Jahre";455
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"20 Jahre";452
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"21 Jahre";470
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"22 Jahre";524
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"23 Jahre";474
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"24 Jahre";481
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"25 Jahre";460
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"26 Jahre";488
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"27 Jahre";486
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"28 Jahre";420
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"29 Jahre";428
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"30 Jahre";433
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"31 Jahre";419
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"32 Jahre";456
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"33 Jahre";424
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"34 Jahre";354
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"35 Jahre";353
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"36 Jahre";375
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"37 Jahre";405
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"38 Jahre";466
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"39 Jahre";466
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"40 Jahre";497
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"41 Jahre";474
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"42 Jahre";474
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"43 Jahre";532
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"44 Jahre";516
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"45 Jahre";552
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"46 Jahre";530
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"47 Jahre";498
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"48 Jahre";509
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"49 Jahre";491
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"50 Jahre";499
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"51 Jahre";427
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"52 Jahre";389
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"53 Jahre";415
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"54 Jahre";447
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"55 Jahre";470
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"56 Jahre";468
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"57 Jahre";473
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"58 Jahre";468
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"59 Jahre";482
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"60 Jahre";406
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"61 Jahre";330
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"62 Jahre";355
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"63 Jahre";246
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"64 Jahre";365
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"65 Jahre";456
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"66 Jahre";499
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"67 Jahre";460
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"68 Jahre";515
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"69 Jahre";528
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"70 Jahre";458
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"71 Jahre";397
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"72 Jahre";381
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"73 Jahre";328
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"74 Jahre";312
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"75 Jahre";274
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"76 Jahre";197
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"77 Jahre";183
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"78 Jahre";202
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"79 Jahre";226
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"80 Jahre";211
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"81 Jahre";191
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"82 Jahre";165
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"83 Jahre";154
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"84 Jahre";149
"2009";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";703
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"0 Jahre";228
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"1 Jahre";228
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"2 Jahre";190
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"3 Jahre";194
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"4 Jahre";172
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"5 Jahre";161
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"6 Jahre";172
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"7 Jahre";150
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"8 Jahre";135
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"9 Jahre";160
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"10 Jahre";121
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"11 Jahre";122
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"12 Jahre";106
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"13 Jahre";110
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"14 Jahre";97
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"15 Jahre";126
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"16 Jahre";104
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"17 Jahre";118
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"18 Jahre";188
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"19 Jahre";545
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"20 Jahre";795
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"21 Jahre";951
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"22 Jahre";1014
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"23 Jahre";1025
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"24 Jahre";905
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"25 Jahre";796
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"26 Jahre";769
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"27 Jahre";670
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"28 Jahre";557
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"29 Jahre";467
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"30 Jahre";429
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"31 Jahre";412
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"32 Jahre";390
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"33 Jahre";324
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"34 Jahre";265
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"35 Jahre";225
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"36 Jahre";227
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"37 Jahre";235
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"38 Jahre";249
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"39 Jahre";236
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"40 Jahre";222
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"41 Jahre";271
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"42 Jahre";259
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"43 Jahre";264
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"44 Jahre";289
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"45 Jahre";270
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"46 Jahre";275
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"47 Jahre";283
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"48 Jahre";267
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"49 Jahre";257
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"50 Jahre";259
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"51 Jahre";257
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"52 Jahre";227
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"53 Jahre";251
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"54 Jahre";254
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"55 Jahre";277
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"56 Jahre";305
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"57 Jahre";279
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"58 Jahre";330
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"59 Jahre";322
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"60 Jahre";310
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"61 Jahre";275
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"62 Jahre";282
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"63 Jahre";173
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"64 Jahre";286
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"65 Jahre";442
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"66 Jahre";407
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"67 Jahre";377
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"68 Jahre";459
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"69 Jahre";446
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"70 Jahre";418
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"71 Jahre";359
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"72 Jahre";324
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"73 Jahre";340
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"74 Jahre";324
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"75 Jahre";329
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"76 Jahre";248
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"77 Jahre";204
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"78 Jahre";251
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"79 Jahre";243
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"80 Jahre";217
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"81 Jahre";188
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"82 Jahre";162
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"83 Jahre";154
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"84 Jahre";142
"2009";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"85 Jahre u.älter";523
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"0 Jahre";263
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"1 Jahre";266
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"2 Jahre";211
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"3 Jahre";234
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"4 Jahre";227
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"5 Jahre";208
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"6 Jahre";192
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"7 Jahre";195
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"8 Jahre";201
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"9 Jahre";198
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"10 Jahre";171
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"11 Jahre";185
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"12 Jahre";183
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"13 Jahre";156
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"14 Jahre";133
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"15 Jahre";118
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"16 Jahre";128
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"17 Jahre";113
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"18 Jahre";163
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"19 Jahre";295
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"20 Jahre";336
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"21 Jahre";391
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"22 Jahre";418
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"23 Jahre";362
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"24 Jahre";396
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"25 Jahre";389
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"26 Jahre";412
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"27 Jahre";411
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"28 Jahre";446
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"29 Jahre";384
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"30 Jahre";393
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"31 Jahre";386
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"32 Jahre";421
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"33 Jahre";338
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"34 Jahre";298
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"35 Jahre";298
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"36 Jahre";290
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"37 Jahre";314
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"38 Jahre";353
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"39 Jahre";325
"2009";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"40 Jahre";326
